query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_label,annotator_notes
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,1441d3cc6cc854a7,PRJDB13189,ena,genomics,Complete mitochondrial genome of Squalus mitsukurii,"We have sequenced the genome of Squalus mitsukurii from Sagami Bay, Japan to identify complete mitochondrial genome.",Squalus mitsukurii,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB13189,2,
MG05,airway cystic fibrosis microbiome,metagenomics,disease=cystic fibrosis; biome=airway; omics=metagenomics,c1cdf9b5ff18e1ee,PRJNA545010,ena,metagenomics,Variety of fungi in the airway microbiome of cystic fibrosis patients.,Description of fungiome in low airway of cystic fibrosis patients.,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA545010,2,
MO01,rheumatoid arthritis synovium multi-omics,multi_omics,disease=rheumatoid arthritis; tissue=synovium; omics=multi-omics,231ebc95f7d7be3f,E-MTAB-6684,biostudies-arrayexpress,Transcriptomics,RNA-seq of synovial biopsies from rheumatoid arthritis patients,"Synovial biopsies from rheumatoid arthritis patients were obtained and profiled using RNA-seq. Patients were stratified according to the number of swollen joints they had (SJC, swollen joint count) and divided in three groups for the differential expression analysis: None (SJC = 0), Low (1<= SJC <= 8), High (SJC > 8).",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-6684,1,"correct topic, wrong omics"
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,2f0270d15c63c4d8,GSE254498,geo,single_cell,Integrating whole-exome sequencing and scRNA-seq reveal the characteristic in one clear cell renal cell carcinoma sample arising in the setting of VHL disease,"Clear cell renal cell carcinoma (ccRCC) arising in the setting of von Hippel–Lindau (VHL) disease is a rare type of kidney cancer and features VHL germline mutation. This type of ccRCC is rarely characterised at the single-cell level. In this work, whole-exome sequencing and single-cell RNA sequencing (scRNA-seq) were conducted on one ccRCC sample with VHL disease. Integrating scRNA-seq and whole-exome sequencing data by the Seurat package, we determined the relationship between single-cell tran...",Homo sapiens,1,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254498,2,
EPI05,colon cancer chromatin accessibility,epigenomics,disease=colon cancer; assay=ATAC-seq,109c56b6c19b13fd,E-GEOD-49402,biostudies-arrayexpress,Genomics,Transcription factor binding in human cells occurs in dense clusters formed around cohesin anchor sites,"During cell division, transcription factors (TFs) are removed from chromatin twice, during DNA synthesis, and during condensation of chromosomes. How TFs can efficiently find their sites following these stages has been unclear. Here, we have analyzed the binding pattern of expressed TFs in human colorectal cancer cells. We find that binding of TFs is highly clustered, and that the clusters are enriched in binding motifs for several major TF classes. Strikingly, almost all clusters are formed around cohesin, and loss of cohesin decreases both DNA accessibility and binding of TFs to clusters. We show that cohesin remains bound in S phase, holding the nascent sister chromatids together at the TF cluster sites. Furthermore, cohesin remains bound to the cluster sites when TFs are evicted in early M-phase. These results suggest that cohesin binding functions as a cellular memory that promotes re- stablishment of TF clusters after DNA replication and chromatin condensation. Examination of TF binding by ChIP-seq in LoVo CRC cell-lines.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-49402,1,missing disease
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,f8850e309fc42d40,PRJDB16316,ena,genomics,Genome sequencing of bacteria isolated from patients with severe infectious diseases,"Whole genome sequencing of bacteria isolated from severe infectious disease patients was performed. Finally, the sequencing results were assembled and annotated, to reveal the species of bacteria.",Bacteria,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB16316,1,missing disease
P08,ALS spinal cord proteomics,proteomics,disease=ALS; tissue=spinal cord; omics=proteomics,70d629bf54d9e0ae,E-GEOD-4390,biostudies-arrayexpress,Transcriptomics,Transcription profiling of mouse model of amyotrophic lateral sclerosis (ALS) vs. wild type,"mRNA expression in the spinal cords of the G93A-SOD1 familial ALS transgenic mouse model was compared to that in nontransgenic (Normal mouse) and transgenic mice expressing wild-type (WT)SOD1.  Gene Ontology (GO)analysis was used to characterize differences in expression between G93A-SOD1 mouse and nontransgenic mouse spinal cord. Changes in multiple GO categories were found.  Many of these were associated with subsystems involving cell-cell communication and intracellular signal transduction.  Expression profiles of mice expressing WT-SOD1 did not differ from nontransgenic mice.  In contrast, protein profiling using proteomics technology indicated changes in mitochondrial protein expression in the G93A-SOD1 mouse spinal cord that were not found in the mRNA expression analysis.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-4390,2,
G05,acute myeloid leukemia genomics TCGA,genomics,disease=AML; source=TCGA; omics=genomics,51a87263f9109a9f,PRJNA301478,ena,genomics,Epigenetic studies in Acute Myeloid Leukemia,Acute Myeloid Leukemia (AML) remains a clinical challenge since most patients diagnosed with AML will die from the disease. Some patients harbor treatment-refractory disease and many others relapse with disease that in many cases is resistant to treatments. Our study was designed to understand the molecular basis of disease progression in AML through assessing genomics signatures in patient specimens collected through an international collaboration which assembled samples from 138 AML patients which experienced disease relapse and normal hematopoietic cells (n=15). It is hoped that this resource will help researchers understand mechanisms of disease relapse in AML and contribute to the general pool of data available for analyses for this disease and general research use.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA301478,2,
M08,asthma exhaled breath metabolomics,metabolomics,disease=asthma; material=breath; omics=metabolomics,3540d089a7f3b9c6,S-EPMC10086686,biostudies-literature,Unknown,Precision Medicine Intervention in Severe Asthma (PRISM) study: molecular phenotyping of patients with severe asthma and response to biologics.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10086686,0,not relevant
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,f56f908a3cc20f98,ENCSR704VZY,encode,epigenomics,ATAC-seq in motor neuron,,,2,,,https://www.encodeproject.org/experiments/ENCSR704VZY/,1,partial constraint match
EPI02,ATAC-seq glioblastoma tumor,epigenomics,disease=glioblastoma; assay=ATAC-seq,c6b5520df9af95c3,GSE318550,geo,transcriptomics,Early events in transcription and genome organization after STAG2 reconstitution in human cancer cells [Hi-C],"Truncating mutations of the tumor suppressor gene STAG2, encoding a component of the chromatin-bound cohesin complex, are present in many human cancer types. Here we report for the first time the early effects of reconstituting physiological levels of wild-type STAG2 in STAG2-mutant human cancer cells. Acute STAG2 reconstitution only modestly affected global gene expression - <1% of genes were altered by two-fold or greater. Only EFEMP1, encoding a secreted extracellular matrix glycoprotein, was...",Homo sapiens,8,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE318550,0,not relevant
M04,Parkinson cerebrospinal fluid metabolomics,metabolomics,disease=Parkinson disease; material=CSF; omics=metabolomics,e6a56a79f143a08b,S-EPMC9482909,biostudies-literature,Unknown,Studying the Parkinson's disease metabolome and exposome in biological samples through different analytical and cheminformatics approaches: a pilot study.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC9482909,2,
S06,lung fibrosis single-cell fibroblast,single_cell,disease=lung fibrosis; cell=fibroblast; assay=single-cell,e7cb6718f6d55411,e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,cellxgene,single_cell,A molecular single-cell lung atlas of lethal COVID-19,"Understanding cellular drivers of lethal SARS-CoV-2 infection is an essential first step towards improving therapies for severe COVID-19. We performed single-nuclei RNA-seq (snRNA-seq) on >116,000 nuclei from 19 COVID-19 autopsy lungs and seven pre-pandemic controls. Lungs from COVID-19 decedents show distinct fractional and (dys)functional changes across the immune and non-immune cellular landscape. This data set provides a rich single-cell landscape of lethal COVID-19 and initial insights into the cellular interplay that shapes the highly inflamed and remodeled lung ecosystem. The lung atlas presented here is the first in a series of data releases covering different organs profiled from COVID-19 patients.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,1,missing disease
T07,colon organoid inflammatory bowel disease RNA-seq,transcriptomics,disease=IBD; tissue=colon organoid; assay=RNA-seq,cf4e7297b8f0e1d1,PRJNA421331,ena,transcriptomics,Metagenomic Analysis of Microbiome in Colon Tissue from Subjects with Inflammatory Bowel Diseases Reveals Interplay of Viruses and Bacteria,"Inflammatory bowel diseases (IBD), Crohn’s disease and ulcerative colitis, are poorly understood disorders affecting the intestinal tract. The current model for disease suggests that genetically susceptible</p><p>patients develop intolerance to gut microflora, and chronic inflammation develops as a result of environmental insults. Although interest has mainly focused on studying genetic variants and gut bacterial flo</p><p>ra, little is known about the potential of viral infection to contribute to disease. Accordingly, we conducted a metagenomic analysis to document the baseline virome in colonic biopsy samples from patients w</p><p>ith IBD in order to assess the contribution of viral infection to IBD. Libraries were generated from colon RNA to create approximately 2 GB sequence data per library. Using a bioinformatic pipeline designed</p><p>to detect viral sequences, more than 1000 viral reads were derived directly from tissue without any coculture or isolation procedure. Herein, we describe the complexity and abundance of viruses, bacteria/bac</p><p>teriophage, and human endogenous retroviral sequences from 10 patients with IBD and 5 healthy subjects undergoing surveillance colonoscopy. Differences in gut microflora and the abundance of mammalian viruse</p><p>s and human endogenous retroviruses were readily detected in the metagenomic analyses. Specifically, patients with herpesviridae sequences in their colon demonstrated increased expression of human endogenous</p><p>viral sequences and differences in the diversity of their microbiome. This study provides a promising metagenomic approach to describe the colonic microbiome that can be used to better understand virus–host</p><p>and phage–bacteria interactions in IBD.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA421331,2,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,faf201ca3f994604,PRJNA900570,ena,transcriptomics,RNA-seq of regulatory T cells from peripheral blood and tumor in patients with renal cell carcinoma,We aimed to analyze the transcriptomic differences between regulatory T cells from peripheral blood and tumor. Overall design: Non-naïve regulatory T cells (CD4+CD25+CD127-CD45RA- T cells) were sorted from peripheral blood and tumor from six patients with renal cell carcinoma.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA900570,2,
MG04,soil drought microbiome metagenomics,metagenomics,condition=drought; biome=soil; omics=metagenomics,10e1ec32e9209c07,S-EPMC10910722,biostudies-literature,Unknown,Host genotype-specific rhizosphere fungus enhances drought resistance in wheat.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10910722,0,not relevant
G08,long read sequencing structural variants,genomics,variant=structural variants; assay=long-read sequencing,49275880c57587de,S-EPMC9613870,biostudies-literature,Unknown,Likely pathogenic structural variants in genetically unsolved patients with retinitis pigmentosa revealed by long-read sequencing.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC9613870,2,
P06,ovarian cancer proteogenomics CPTAC,proteomics,disease=ovarian cancer; source=CPTAC; omics=proteomics,f7b26c807e2afb8f,PDC000614,cptac,proteomics,CPTAC STAD Study - Proteome,Early Onset Gastric Cancer;Other;Stomach Adenocarcinoma proteome using TMT18 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,193,Early Onset Gastric Cancer;Other;Stomach Adenocarcinoma,Not Reported;Stomach,https://pdc.cancer.gov/pdc/study/PDC000614,1,missing disease
T09,GTEx pancreas expression QTL,transcriptomics,context=reference expression; tissue=pancreas; analysis=eQTL,55919091d8d782c8,PDC000249,cptac,proteomics,KU PDAC Discovery Study - Phosphoproteome,Pancreatic Ductal Adenocarcinoma phosphoproteome using TMT10 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,154,Pancreatic Ductal Adenocarcinoma,Pancreas,https://pdc.cancer.gov/pdc/study/PDC000249,0,wrong omics
EPI01,H3K27ac enhancer ChIP-seq breast cancer,epigenomics,disease=breast cancer; mark=H3K27ac; assay=ChIP-seq,98435a96c8082e2e,GSE118810,geo,epigenomics,The genome-wide enhancer profiling of breast cancer in the MMTV-PyVT mice [ChIP-seq],"Activation of transcription enhancers, especially super enhancers, is one of the important epigenetic features of tumorigenesis. However, only very few studies reported how the enhancer landscape evolves during tumorigensis. Here we utilized a proteomics approach and found that H3K27ac and H4K8ac are elevated in the mammary tumor of MMTV-PyVT mouse model, which was then confirmed by IHC results in human BRCA chips. ChIP-seq studies revealed that H4K8ac is highly co-localized with H3K27ac on chro...",Mus musculus,46,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118810,2,
S02,melanoma T cell scRNA-seq,single_cell,disease=melanoma; cell=T cell; assay=scRNA-seq,fe2590a60bbc3285,ad10cef8-9c6c-488f-9b50-d252d49b6837,cellxgene,single_cell,Context-aware single-cell multiomics approach identifies cell-type specific lung cancer susceptibility genes,"Genome-wide association studies (GWAS) identified over fifty loci associated with lung cancer risk. However, underlying mechanisms and target genes are largely unknown, as most risk-associated variants might regulate gene expression in a context-specific manner. Here, we generate a barcode-shared transcriptome and chromatin accessibility map of 117,911 human lung cells from age/sex-matched ever- and never-smokers to profile context-specific gene regulation. Identified candidate cis-regulatory elements (cCREs) are largely cell type-specific, with 37% detected in one cell type. Colocalization of lung cancer candidate causal variants (CCVs) with these cCREs combined with transcription factor footprinting prioritize the variants for 68% of the GWAS loci. CCV-colocalization and trait relevance score indicate that epithelial and immune cell categories, including rare cell types, contribute to lung cancer susceptibility the most. A multi-level cCRE-gene linking system identifies candidate susceptibility genes from 57% of the loci, where most loci display cell-category-specific target genes, suggesting context-specific susceptibility gene function.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/ad10cef8-9c6c-488f-9b50-d252d49b6837,0,not relevant
T09,GTEx pancreas expression QTL,transcriptomics,context=reference expression; tissue=pancreas; analysis=eQTL,3bd80aa596f5210c,mgp29,mgrast,metagenomics,Human Faeces - Kurokawa,,,0,,,https://www.mg-rast.org/mgmain.html?mgpage=project&project=mgp29,0,wrong omics
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,7a1e4ed0225990b8,PRJNA1061486,project,Genomics,Apolipoprotein L1 is a tumor suppressor in clear cell renal cell carcinoma metastasis [RNA-Seq],Apolipoprotein L1 is a tumor suppressor in clear cell renal cell carcinoma metastasis [RNA-Seq],,,,,https://www.omicsdi.org/dataset/project/PRJNA1061486,2,
T09,GTEx pancreas expression QTL,transcriptomics,context=reference expression; tissue=pancreas; analysis=eQTL,364671fb66baaa1c,mgp4,mgrast,metagenomics,Alvinella Pompejana Epibiont Metagenome,,,0,,,https://www.mg-rast.org/mgmain.html?mgpage=project&project=mgp4,0,wrong omics
S08,brain organoid single-cell development,single_cell,context=development; tissue=brain organoid; assay=single-cell,450fa74b2a543cad,E-MTAB-10037,biostudies-arrayexpress,Transcriptomics,RNA-seq of brain organoids from human NKX2.1(GFP/w) hESCs treated with patterning molecules,There are on-going efforts to steer brain organoid development toward distinct regional identities by supplying cues in defined culture conditions. Here we incubated developing organoids with a number of patterning molecules at different concentrations to assess their effects on establishing brain region identities.,Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-10037,1,"correct topic, wrong omics"
G03,epilepsy trio whole exome sequencing,genomics,disease=epilepsy; assay=WES; design=trio,5e48795cc65efb3a,PRJEB6256,ena,genomics,Exome sequencing of 9 trios used to detect variations at an association signal,Exome sequencing of 9 trios used to detect variations at an association signal,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB6256,1,missing disease
P01,Alzheimer cerebrospinal fluid proteomics,proteomics,disease=Alzheimer disease; material=CSF; omics=proteomics,4c3ee96d7c793c9d,GSE68719,geo,transcriptomics,mRNA-Seq expression and MS3 proteomics profiling of human post-mortem BA9 brain tissue for Parkinson Disease and neurologically normal individuals,"Parkinson disease (PD) is a neurodegenerative disease characterized by the accumulation of alpha-synuclein (SNCA) and other proteins in aggregates termed “Lewy Bodies” within neurons. PD has both genetic and environmental risk factors, and while processes leading to aberrant protein aggregation are unknown, past work points to abnormal levels of SNCA and other proteins. Although several genome-wide studies have been performed for PD, these have focused on DNA sequence variants by genome-wide ass...",Homo sapiens,73,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68719,1,missing disease
S09,COVID lung single-cell immune atlas,single_cell,disease=COVID-19; tissue=lung; assay=single-cell,39dd9ecde9245296,f86d6317-7215-409e-bfda-3f4ded3dadaa,cellxgene,single_cell,Human CellCards Multi-Study CellRef 1.0 Atlas,"The LungMAP Human Lung CellRef atlas  incorporates 48 human well-defined lung cell types (CellCards) catalogued from diverse anatomic locations and stages of lung maturation. This atlas spans sc/snRNA-seq of 505,256 lung cells from 148 normal human lung samples from 104 donors from parenchyma, trachea, bonchi, bronchus SMG and small airway.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/f86d6317-7215-409e-bfda-3f4ded3dadaa,0,not relevant
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,2ba0bd8d22f89c9e,PRJNA258551,ena,genomics,Disruption of transkingdom communication by antibiotics leads to immune and mitochondrial dysfunction in the gut (main),"We analyzed the effects of antibiotics using a popular model of gut microbiota depletion in mice by a cocktail of antibiotics. We combined intestinal transcriptome together with metagenomic analysis of the gut microbiota to develop a new bioinformatics approach that probes the links between microbial components and host functions. We found that most antibiotic-induced alterations can be explained by three factors: depletion of the microbiota direct effects of antibiotics on host tissues and the effects of remaining antibiotic-resistant microbes. While microbe depletion led to down-regulation of immunity, the two other factors primarily inhibited mitochondrial gene expression and amounts of active mitochondria, and induced cell death. By reconstructing and analyzing a transkingdom network, we discovered that these toxic effects were mediated by virulence/quorum sensing in antibiotic-resistant bacteria. This series includes gene expression in the ileum of control, antibiotics (ABx)-treated, germfree, germfree-ABx-treated and mice colonized with normal or Abx-resistant microbiota. Overall design: common reference design with a pool of small intestine RNA labeled with Cy3",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA258551,1,partial constraint match
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,4bf3488546efa11d,PRJNA1065335,ena,transcriptomics,Mitochondrial anomalies in induced pluripotent stem cells from Alzheimer’s disease cases with Presenilin 1 mutation,"Presenilin 1 (PSEN1) is the most frequently mutated gene in early-onset sporadic and familial Alzheimer’s disease (FAD). The PSEN1 complex displays gamma-secretase activity and promotes cleavage of the C99-terminal fragment of the Amyloid Precursor Protein (APP) into the A42 peptide. PSEN1 is also involved in vesicle transport across ER and mitochondria in so called mitochondria associated membranes. We generated induced pluripotent stem cells (iPSCs) from 5 controls and 5 FAD cases carrying the PSEN1 A246E and L286V mutations. Unexpectedly, global gene expression profile analysis of FAD iPSCs revealed profound perturbation of mitochondrial, Golgi apparatus and ER pathways. PSEN1, APP and Nicastrin were highly expressed in iPSCs and PSEN1 localized to membrane-bound organelles. FAD iPSCs grown slower and showed elevated cell death together with abnormally high A42 secretion. Mitochondrial reactive oxygen species (ROS) were elevated in FAD iPSCs and treatment with a ROS scavenger significantly improved cell death, proliferation, and DNA damage. However, it could not improve the severe ATP deficit. Inhibition of gamma-secretase activity further exacerbated the overall FAD iPSC phenotype. Cortical neurons produced from the differentiation of FAD iPSCs showed Alzheimer’s pathology and TGFb pathway hyper-activation. PSEN1-mutant iPSCs may serve as a new model to perform genome-wide genetic screens and to study FAD pathophysiology and PSEN1 cellular function. Overall design: In order to understand the role in PSEN1 in iPSC and neurons cells we compared the transcriptional background of iPSC or neurons that were affected or not by a mutation of PSEN1.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1065335,2,
T08,adipose insulin resistance transcriptome,transcriptomics,disease=insulin resistance; tissue=adipose; omics=transcriptomics,a20097f12ef5543d,PRJNA271323,ena,genomics,Transcriptomic identification of genes for obesity and insulin resistance in human adipose tissue in a Mexican American population sample drawn from the Veterans Administration Genetic Epidemiology Study (VAGES),Total RNA obtained from human fasted subcutaneous abdominal adipose tissue (FAT) was used to measure genome-wide gene expression. Expression values which were significantly present were standardized by quantile normalization and correlated with clinical data. Overall design: Gene expression was analyzed for correlation with multiple obesity and insulin resistance related traits.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA271323,2,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,1c145eb632341eb9,ENCSR459PVP,encode,epigenomics,ATAC-seq in motor neuron,,,2,,,https://www.encodeproject.org/experiments/ENCSR459PVP/,1,partial constraint match
T08,adipose insulin resistance transcriptome,transcriptomics,disease=insulin resistance; tissue=adipose; omics=transcriptomics,2214066048f3aec5,GSE294513,geo,transcriptomics,Effects of β-catenin deficiency on adipose tissue physiology,Objective: Compelling evidence from investigation of preclinical models and humans links canonical Wnt/β-catenin signaling to regulation of many aspects of white adipose tissue development and physiology. Dysregulation of this ancient pathway alters adiposity and metabolic homeostasis. Herein we explore how disruption of adipocyte Wnt signaling affects gene expression and crosstalk between cell types within adipose tissue. Methods: To investigate mechanisms through which adipose tissue attempts ...,Mus musculus,30,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294513,1,missing disease
G02,autism exome sequencing families,genomics,disease=autism; assay=WES; design=family,acdd54b75baa5d55,phs000482.v1.p1,ega,Genomics,Sporadic autism exomes reveal a highly interconnected protein network of de novo mutations,"<p>It is well established that autism spectrum disorders (ASD) have a strong genetic component; however, for at least 70% of cases, the underlying genetic cause is unknown. Under the hypothesis that de novo mutations underlie a substantial fraction of the risk for developing ASD in families with no previous history of ASD or related phenotypes-so-called sporadic or simplex families-we sequenced all coding regions of the genome (the exome) for parent-child trios exhibiting sporadic ASD, including 189 new trios and 20 that were previously reported. Additionally, we also sequenced the exomes of 50 unaffected siblings corresponding to these new (n = 31) and previously reported trios (n = 19), for a total of 617 individual exomes from 209 families deposited in dbGaP. Here we show that de novo point mutations are overwhelmingly paternal in origin (4:1 bias) and positively correlated with paternal age, consistent with the modest increased risk for children of older fathers to develop ASD. Moreover, 39% (49 of 126) of the most severe or disruptive de novo mutations map to a highly interconnected beta-catenin/chromatin remodelling protein network ranked significantly for autism candidate genes. In proband exomes, recurrent protein-altering mutations were observed in two genes: CHD8 and NTNG1. Mutation screening of six candidate genes in 1,703 ASD probands identified additional de novo, protein-altering mutations in GRIN2B, LAMC3 and SCN1A. Combined with copy number variant (CNV) data, these results indicate extreme locus heterogeneity but also provide a target for future discovery, diagnostics and therapeutics.</p>",,,,,https://www.omicsdi.org/dataset/ega/phs000482.v1.p1,2,
P04,liver cancer phosphoproteomics,proteomics,disease=liver cancer; omics=phosphoproteomics,6bd59cbe720c6492,PDC000645,cptac,proteomics,Academia Sinica Gastric Cancer - Proteome,Other;Stomach Adenocarcinoma proteome using TMT11 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,155,Other;Stomach Adenocarcinoma,Stomach,https://pdc.cancer.gov/pdc/study/PDC000645,0,not relevant
T11,autism brain cortex RNA-seq,transcriptomics,disease=autism; tissue=cortex; assay=RNA-seq,70f1266269d34d34,PRJNA1304444,ena,transcriptomics,RNA-seq of 3xTg-AD and WT brain cortex and hippocampus regions,"Background: Alzheimer’s disease (AD) is a neurodegenerative disorder characterized by memory impairment. Neuroinflammatory processes, mediated by glial and immune cells, contribute to neuronal damage. Emerging evidence implicates innate immune mechanisms, including trained immunity and cell trans-differentiation, in AD pathogenesis, though their roles remain unclear. Objective: To investigate transcriptomic changes in the 3xTg-AD mouse model, focusing on trained immunity and cell trans-differentiation in disease mechanisms. Methods: RNA-sequencing was performed on brain tissue (cortex plus hippocampus) from 11-month-old female 3xTg-AD and wild-type mice (n = 3/group). Differentially expressed genes (fold change > 1.5, p < 0.05) were identified and followed by bioinformatics and knowledge-based transcriptomic profiling. Public AD datasets were also analyzed. Results: 3xTg-AD mice exhibited 316 upregulated and 412 downregulated genes. Downregulated genes included those for blood-brain barrier protein, while upregulated genes related to cerebrospinal fluid. Increased expression of proinflammatory markers, as well as genes related to cell differentiation, proliferation, activation, and adhesion. Upregulation of genes associated with cell migration and trans-differentiation suggests a potential role for inflammation and cellular plasticity. Additionally, genes involved in inflammasome pathways, immunometabolism, and trained immunity were upregulated. Mechanistically, these genes were modulated by knockdown of trained immunity promoter SET-7, overexpression of trained immunity inhibitor IL-37, and knockout of inflammasome genes IL-1 receptor, caspase-1, and pattern recognition receptor CD36. Conclusions: The finding underscore the potential role of trained immunity and cell trans_x0002_differentiation in AD, revealing a mechanistic framework in which danger-associated molecular patterns drive innate immune responses, inflammasome activation, and cell plasticity contribute",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1304444,2,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,4d69315686f9be48,GSE288918,geo,transcriptomics,Dual PAX3 and PAX7 transcriptional activities spatially encode spinal cell fates through distinct gene networks,"Understanding how transcription factors regulate organized cellular diversity in developing tissues remains a major challenge due to their pleiotropic functions. We addressed this by monitoring and genetically modulating the activity of PAX3 and PAX7 during the specification of neural progenitor pools in the embryonic spinal cord. Using mouse models, we show that the balance between the transcriptional activating and repressing functions of these factors is modulated along the dorsoventral axis ...",Mus musculus,214,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288918,0,not relevant
P08,ALS spinal cord proteomics,proteomics,disease=ALS; tissue=spinal cord; omics=proteomics,9c8bc3489cda9b52,GSE282665,geo,transcriptomics,Human VCP mutant ALS/FTD microglia display immune and lysosomal phenotypes independently of GPNMB,"Background: Microglia play crucial roles in mediating neuronal homeostasis but have been implicated in contributing to amyotrophic lateral sclerosis (ALS). However, the role of microglia in ALS remains incompletely understood. Methods: Here, we generated highly enriched cultures of VCP mutant microglia derived from human induced pluripotent stem cells (hiPSCs) to investigate their cell autonomous and non-cell autonomous roles in ALS pathogenesis. We used RNA-sequencing, proteomics and functional...",Homo sapiens,93,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282665,2,
S02,melanoma T cell scRNA-seq,single_cell,disease=melanoma; cell=T cell; assay=scRNA-seq,479c5ba5849b19dd,e02201d7-f49f-401f-baf0-1eb1406546c0,cellxgene,single_cell,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development","Osmotic equilibrium and membrane potential in animal cells depend on concentration gradients of sodium (Na+) and potassium (K+) ions across the plasma membrane, a function catalyzed by the Na+,K+-ATPase α-subunit. Here, we describe ATP1A3 variants encoding dysfunctional α3-subunits in children affected by polymicrogyria, a developmental malformation of the cerebral cortex characterized by abnormal folding and laminar organization. To gain cell-biological insights into the spatiotemporal dynamics of prenatal ATP1A3 expression, we built an ATP1A3 transcriptional atlas of fetal cortical development using mRNA in situ hybridization and transcriptomic profiling of ∼125,000 individual cells with single-cell RNA sequencing (Drop-seq) from 11 areas of the midgestational human neocortex. We found that fetal expression of ATP1A3 is most abundant to a subset of excitatory neurons carrying transcriptional signatures of the developing subplate, yet also maintains expression in nonneuronal cell populations. Moving forward a year in human development, we profiled ∼52,000 nuclei from four areas of an infant neocortex and show that ATP1A3 expression persists throughout early postnatal development, most predominantly in inhibitory neurons, including parvalbumin interneurons in the frontal cortex. Finally, we discovered the heteromeric Na+,K+-ATPase pump complex may form nonredundant cell-type–specific α-β isoform combinations, including α3-β1 in excitatory neurons and α3-β2 in inhibitory neurons. Together, the developmental malformation phenotype of affected individuals and single-cell ATP1A3 expression patterns point to a key role for α3 in human cortex development, as well as a cell-type basis for pre- and postnatal ATP1A3-associated diseases.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/e02201d7-f49f-401f-baf0-1eb1406546c0,0,not relevant
