query_id,query,expected_omics_type,rank,dataset_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,relevance_score,quality_score,source_url,annotator_label,annotator_notes
E14,metabolomics colorectal cancer urine,metabolomics,8,metabolights:MTBLS17,MTBLS17,metabolights,metabolomics,Utilization of metabolomics to identify serum biomarkers for hepatocellular carcinoma in patients with liver cirrhosis,"Characterizing the metabolic changes pertaining to hepatocellular carcinoma (HCC) in patients with liver cirrhosis is believed to contribute towards early detection, treatment, and understanding of the molecular mechanisms of HCC. In this study, we compare metabolite levels in sera of 78 HCC cases with 184 cirrhotic controls by using ultra performance liquid chromatography coupled with a hybrid quadrupole time-of-flight mass spectrometry (UPLC-QTOF MS). Following data preprocessing, the most relevant ions in distinguishing HCC cases from patients with cirrhosis are selected by parametric and non-parametric statistical methods. Putative metabolite identifications for these ions are obtained through mass-based database search. Verification of the identities of selected metabolites is conducted by comparing their MS/MS fragmentation patterns and retention time with those from authentic compounds. Quantitation of these metabolites is performed in a subset of the serum samples (10 HCC and 1",,0,,,0.897,0.38,https://www.ebi.ac.uk/metabolights/MTBLS17,0,"serum metabolomics hepatocellular carcinoma, wrong disease"
E14,metabolomics colorectal cancer urine,metabolomics,9,massive:MSV000100043,MSV000100043,massive,metabolomics,Untargeted metabolomics of saliva from Gastric Cancer Patients and Healthy Control using LC-MS,Untargeted metabolomic profiling of saliva samples from Gastric Cancer patients and healthy controls. Data was acquired using LC-MS/MS and processed to generate a feature quantification table for comparative analysis.,Homo sapiens (NCBITaxon:9606); Rattus norvegicus,0,,,0.895,0.395,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000100043,0,"saliva metabolomics gastric cancer, wrong disease and biofluid"
E14,metabolomics colorectal cancer urine,metabolomics,10,metabolights:MTBLS19,MTBLS19,metabolights,metabolomics,LC−MS Based Serum Metabolomics for Identification of Hepatocellular Carcinoma Biomarkers in Egyptian Cohort,"Although hepatocellular carcinoma (HCC) has been subjected to continuous investigation and its symptoms are well-known, early stage diagnosis of this disease remains difficult and the survival rate after diagnosis is typically very low (3−5%). Early and accurate detection of metabolic changes in the sera of patients with liver cirrhosis can help improve the prognosis of HCC and lead to a better understanding of its mechanism at the molecular level, thus providing patients with in-time treatment of the disease. In this study, we compared metabolite levels in sera of 40 HCC patients and 49 cirrhosis patients from Egypt by using ultraperformance liquid chromatography coupled with quadrupole time-of-flight mass spectrometer (UPLC-QTOF MS). Following data preprocessing, the most relevant ions in distinguishing HCC cases from cirrhotic controls are selected by statistical methods. Putative metabolite identifications for these ions are obtained through mass-based database search. The identiti",,0,,,0.893,0.38,https://www.ebi.ac.uk/metabolights/MTBLS19,0,"serum LC-MS metabolomics hepatocellular carcinoma, wrong disease"
E15,metabolomics Alzheimer's disease brain,metabolomics,1,massive:MSV000092627,MSV000092627,massive,metabolomics,GNPS - Multi-Omic Evidence of Brain Region Specific APOE Genotype Perturbations in Alzheimer's Disease,"Simultaneous extraction of proteins and lipids from human frontal cortex and cerebellum brain tissue was performed using the MPLEx procedure for both control and Alzheimer's disease patients. The isolated proteins were then reduced, alkylated, tryptically digested and evaluated with LC-IMS-MS. The proteomics data was matched to an AMT tag database created from pooled and fractionated samples for peptide identification. The extracted lipids were assessed with both LC-MS/MS and LC-IMS-MS to study isomer differences. The lipids were identified using LIQUID software.",Homo sapiens (NCBITaxon:9606); Homo sapiens,0,,,0.901,0.415,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000092627,2,
E15,metabolomics Alzheimer's disease brain,metabolomics,2,metabolights:MTBLS516,MTBLS516,metabolights,metabolomics,"Local and systemic metabolic alterations in brain, plasma, and liver of rats in response to aging and ischemic stroke, as detected by nuclear magnetic resonance (NMR) spectroscopy","Cerebral ischemia and aging induce local and systemic effects, and impact severity of stroke outcome. We performed comprehensive metabolic profiling to detect metabolites in brain, plasma, and liver as a function of aging and ischemia/reperfusion (IR). Ischemic stroke was induced by middle cerebral artery occlusion. Abundant metabolites were identified and quantified by 1H-NMR. Older rats aged 12 months showed significant changes in metabolic profiles in the brain, but only a few metabolites were changed in the liver and plasma as compared to younger rats aged 3 months. However, I/R injury at day 2 resulted in major changes in metabolites in liver and plasma of older rats. In younger rats, focal cerebral ischemia induced reperfusion-time dependent changes in metabolites in brain, plasma, and liver. Metabolic changes were seen in brain as early as day 2 of I/R, plasma showed significant changes at day 3 of reperfusion, and liver exhibited delayed response after day 3 that continued to r",,0,,,0.89,0.38,https://www.ebi.ac.uk/metabolights/MTBLS516,0,"brain/plasma/liver metabolomics rat aging/stroke, not human AD brain"
E15,metabolomics Alzheimer's disease brain,metabolomics,3,metabolights:MTBLS455,MTBLS455,metabolights,metabolomics,Using an NMR metabolomics approach to investigate the pathogenicity of amyloid-beta and alpha-synuclein,"INTRODUCTION: The pathogenicity at differing points along the aggregation pathway of many fibril-forming proteins associated with neurodegenerative diseases is unclear. Understanding the effect of different aggregation states of these proteins on cellular processes is essential to enhance understanding of diseases and provide future options for diagnosis and therapeutic intervention. </br> OBJECTIVES:To establish a robust method to probe the metabolic changes of neuronal cells and use it to monitor cellular response to challenge with three amyloidogenic proteins associated with neurodegenerative diseases in different aggregation states. </br> METHOD: Neuroblastoma SH-SY5Y cells were employed to design a robust routine system to perform a statistically rigorous NMR metabolomics study into cellular effects of sub-toxic levels of alpha-synuclein, amyloid-beta 40 and amyloid-beta 42 in monomeric, oligomeric and fibrillar conformations. </br> RESULTS: This investigation developed a rigorous",,0,,,0.887,0.38,https://www.ebi.ac.uk/metabolights/MTBLS455,1,"NMR metabolomics amyloid-beta aggregation in vitro (AD-related), not direct human brain metabolomics"
E15,metabolomics Alzheimer's disease brain,metabolomics,4,metabolights:MTBLS213,MTBLS213,metabolights,metabolomics,geoRge: A Computational Tool To Detect the Presence of Stable Isotope Labeling in LC/MS-Based Untargeted Metabolomics,"Studying the flow of chemical moieties through the complex set of metabolic reactions that happen in the cell is essential to understanding the alterations in homeostasis that occur in disease. Recently, LC/MS-based untargeted metabolomics and isotopically labeled metabolites have been used to facilitate the unbiased mapping of labeled moieties through metabolic pathways. However, due to the complexity of the resulting experimental data sets few computational tools are available for data analysis. Here we introduce geoRge, a novel computational approach capable of analyzing untargeted LC/MS data from stable isotope-labeling experiments. geoRge is written in the open language R and runs on the output structure of the XCMS package, which is in widespread use. As opposed to the few existing tools, which use labeled samples to track stable isotopes by iterating over all MS signals using the theoretical mass difference between the light and heavy isotopes, geoRge uses unlabeled and labeled ",,0,,,0.867,0.38,https://www.ebi.ac.uk/metabolights/MTBLS213,0,"stable isotope labeling metabolomics computational tool, not AD brain"
E15,metabolomics Alzheimer's disease brain,metabolomics,5,massive:MSV000099006,MSV000099006,massive,metabolomics,GNPS - BIB5814-PVA42_GC-MS_SPECIES2_polar-nonpolar_metabolomics,BIB5814-PVA42_GC-MS_SPECIES2_polar-nonpolar_metabolomics 2025,Species2,0,,,0.865,0.355,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000099006,0,"GC-MS metabolomics Species2, no AD or brain or human context"
E15,metabolomics Alzheimer's disease brain,metabolomics,6,metabolights:MTBLS79,MTBLS79,metabolights,metabolomics,Direct infusion mass spectrometry metabolomics dataset: a benchmark for data processing and quality control,"Direct-infusion mass spectrometry (DIMS) metabolomics is an important approach for characterising molecular responses of organisms to disease, drugs and the environment. Increasingly large-scale metabolomics studies are being conducted, necessitating improvements in both bioanalytical and computational workflows to maintain data quality. This dataset represents a systematic evaluation of the reproducibility of a multi-batch DIMS metabolomics study of cardiac tissue extracts. It comprises of twenty biological samples (cow vs. sheep) that were analysed repeatedly, in 8 batches across 7 days, together with a concurrent set of quality control (QC) samples. Data are presented from each step of the workflow and are available in MetaboLights. The strength of the dataset is that intra- and inter-batch variation can be corrected using QC spectra and the quality of this correction assessed independently using the repeatedly-measured biological samples. Originally designed to test the efficacy of",,0,,,0.862,0.38,https://www.ebi.ac.uk/metabolights/MTBLS79,0,"DIMS metabolomics benchmarking, not AD brain"
E15,metabolomics Alzheimer's disease brain,metabolomics,7,massive:MSV000099197,MSV000099197,massive,metabolomics,Serum Metabolomics of Patients with Streptococcus pneumoniae,Serum Metabolomics of 25 Patients with Streptococcus pneumoniae and 10 Healthy Controls,Homo sapiens (NCBITaxon:9606),0,,,0.859,0.355,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000099197,0,"serum metabolomics Streptococcus pneumoniae patients, not AD brain"
E15,metabolomics Alzheimer's disease brain,metabolomics,8,metabolights:MTBLS217,MTBLS217,metabolights,metabolomics,Global Metabolomic Profiling of Mice Brains following Experimental Infection with the Cyst-Forming Toxoplasma gondii,"The interplay between the Apicomplexan parasite Toxoplasma gondii and its host has been largely studied. However, molecular changes at the metabolic level in the host central nervous system and pathogenesis-associated metabolites during brain infection are largely unexplored. We used a global metabolomics strategy to identify differentially regulated metabolites and affected metabolic pathways in BALB/c mice during infection with T. gondii Pru strain at 7, 14 and 21 days post-infection (DPI). The non-targeted Liquid Chromatography-Mass Spectrometry (LC-MS) metabolomics analysis detected approximately 2,755 retention time-exact mass pairs, of which more than 60 had significantly differential profiles at different stages of infection. These include amino acids, organic acids, carbohydrates, fatty acids, and vitamins. The biological significance of these metabolites is discussed. Principal Component Analysis and Orthogonal Partial Least Square-Discriminant Analysis showed the metabolites’",,0,,,0.854,0.38,https://www.ebi.ac.uk/metabolights/MTBLS217,0,"metabolomics mouse brain Toxoplasma gondii infection, not AD"
E15,metabolomics Alzheimer's disease brain,metabolomics,9,massive:MSV000100119,MSV000100119,massive,metabolomics,Metabolomics-The Mechanism Study of Intermittent Fasting in Glioblastoma Suppression via Gut Microbiota-mediated m6A Modification,"	Glioblastoma Multiforme (GBM) is one of the most malignant tumors, characterized by high treatment costs and poor outcomes, thus urgently necessitating the development of new therapeutic approaches. Recent studies have found that intermittent fasting (IF) not only can suppress GBM among various tumors but also can reconstruct the gut microbiome and alter metabolism. However, the mechanism by which IF inhibits GBM is not yet fully understood. Using animal models, I discovered that IF can effectively suppress GBM and alter the gut microbiome.Furthermore, microbial metabolites such as methionine, m6A, and the m6A-targeted oncogene TGFB2 were also downregulated. Therefore, we hypothesize that IF, by reconstructing the gut microbiome, reduces the levels of microbial metabolite methionine, subsequently decreasing m6A in GBM, leading to the downregulation of the m6A-targeted oncogene TGFB2, thereby inhibiting the development of GBM.",Mus musculus (NCBITaxon:10090),0,,,0.85,0.415,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000100119,0,"metabolomics mouse glioblastoma, not AD brain"
E15,metabolomics Alzheimer's disease brain,metabolomics,10,metabolights:MTBLS90,MTBLS90,metabolights,metabolomics,Large-scale non-targeted serum metabolomics in the Prospective Investigation of the Vasculature in Uppsala Seniors,"The Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS) is a community-based study where all men and women at age 70 living in Uppsala, Sweden were invited to participate in 2001. The 1,016 participants (50% women) have been extensively phenotyped. In March 2006 a reinvesigation of the cohort at the age of 75 was started. The major measurements performed at age 70 were also repeated at age 75. Here we make publically available all the metabolomics analysis on serum samples from the investigation at age 70. In the final analysis we included samples from 968 individuals.",,0,,,0.849,0.38,https://www.ebi.ac.uk/metabolights/MTBLS90,0,"serum metabolomics Uppsala seniors cohort, not AD brain"
E16,ATAC-seq mouse neurons,epigenomics,1,encode:ENCSR280ZDP,ENCSR280ZDP,encode,epigenomics,ATAC-seq in G1E,"PSU mouse G1E 50,000 cells ATAC-seq",,2,,,0.977,0.309,https://www.encodeproject.org/experiments/ENCSR280ZDP/,1,"ATAC-seq mouse G1E cells (erythroid precursors), correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,2,encode:ENCSR793RAV,ENCSR793RAV,encode,epigenomics,ATAC-seq in erythroblast,"PSU mouse Erythroblast 50,000 cells ATAC-seq",,2,,,0.968,0.309,https://www.encodeproject.org/experiments/ENCSR793RAV/,1,"ATAC-seq mouse erythroblast, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,3,encode:ENCSR428BSK,ENCSR428BSK,encode,epigenomics,ATAC-seq in G1E-ER4,"PSU mouse G1E-ER4+E2 50,000 cells ATAC-seq",,2,,,0.964,0.309,https://www.encodeproject.org/experiments/ENCSR428BSK/,1,"ATAC-seq mouse G1E-ER4 erythroid, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,4,encode:ENCSR136XSY,ENCSR136XSY,encode,epigenomics,ATAC-seq in erythroid progenitor cell,"PSU mouse CFU-E 50,000 cells ATAC-seq",,2,,,0.96,0.309,https://www.encodeproject.org/experiments/ENCSR136XSY/,1,"ATAC-seq mouse erythroid progenitor, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,5,encode:ENCSR498DQA,ENCSR498DQA,encode,epigenomics,ATAC-seq in megakaryocyte,"PSU mouse Megakaryocyte 50,000 cells ATAC-seq",,2,,,0.956,0.309,https://www.encodeproject.org/experiments/ENCSR498DQA/,1,"ATAC-seq mouse megakaryocyte, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,6,encode:ENCSR453AWR,ENCSR453AWR,encode,epigenomics,ATAC-seq in hematopoietic stem cell,"PSU mouse HSC 50,000 cells ATAC-seq",,2,,,0.945,0.309,https://www.encodeproject.org/experiments/ENCSR453AWR/,1,"ATAC-seq mouse HSC, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,7,encode:ENCSR229QKB,ENCSR229QKB,encode,epigenomics,ATAC-seq in megakaryocyte progenitor cell,"PSU mouse CFU-M 50,000 cells ATAC-seq",,2,,,0.943,0.309,https://www.encodeproject.org/experiments/ENCSR229QKB/,1,"ATAC-seq mouse megakaryocyte progenitor, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,8,encode:ENCSR064IHX,ENCSR064IHX,encode,epigenomics,ATAC-seq in megakaryocyte-erythroid progenitor cell,"PSU mouse MEP 50,000 cells ATAC-seq",,2,,,0.942,0.309,https://www.encodeproject.org/experiments/ENCSR064IHX/,1,"ATAC-seq mouse MEP, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,9,encode:ENCSR914PYX,ENCSR914PYX,encode,epigenomics,ATAC-seq in common myeloid progenitor,"PSU mouse CMP 50,000 cells ATAC-seq",,2,,,0.936,0.309,https://www.encodeproject.org/experiments/ENCSR914PYX/,1,"ATAC-seq mouse CMP, correct assay and organism but not neurons"
E16,ATAC-seq mouse neurons,epigenomics,10,encode:ENCSR257PGU,ENCSR257PGU,encode,epigenomics,ATAC-seq in granulocyte monocyte progenitor cell,"PSU mouse GMP 50,000 cells ATAC-seq",,2,,,0.915,0.309,https://www.encodeproject.org/experiments/ENCSR257PGU/,1,"ATAC-seq mouse GMP, correct assay and organism but not neurons"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,1,geo:GSE225567,GSE225567,geo,epigenomics,H3K4me3 ChIP-seq of C57BL/6 mouse embryonic stem cells with folate deficiency,"In order to investigate whether folate deficiency affects histone H3K4me3 enrichment and then affecting the activity of Wnt signaling pathway, we performed ChIP-seq of H3K4me3 on folate-free embryonic stem cells and normal embryonic stem cells, respectively. Our sequencing data provides a new theoretical basis for the effect of folate on histone modification.",Mus musculus,6,,,0.897,0.471,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225567,1,"ChIP-seq H3K4me3 mouse ESCs folate deficiency, correct assay type but wrong histone mark and mouse"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,2,encode:ENCSR453AWR,ENCSR453AWR,encode,epigenomics,ATAC-seq in hematopoietic stem cell,"PSU mouse HSC 50,000 cells ATAC-seq",,2,,,0.895,0.309,https://www.encodeproject.org/experiments/ENCSR453AWR/,0,"ATAC-seq mouse HSC, wrong assay type"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,3,geo:GSE274361,GSE274361,geo,epigenomics,H3K36 Methylation - a Guardian of Epigenome Integrity [ChIP-Seq],"H3K36 methylation is a key epigenetic mark with critical roles in development and disease, yet its genome-wide functions remain incompletely understood. Here, we systematically dissect the role of H3K36 methylation using a series of CRISPR-engineered mouse mesenchymal stem cell lines with progressive knockouts of the five H3K36 methyltransferases: NSD1, NSD2, NSD3, SETD2 and ASH1L—culminating in quintuple knockout (QuiKO) cells entirely lacking H3K36me2/3. We demonstrate that H3K36me2 enriched a...",Homo sapiens; Mus musculus,81,,,0.887,0.571,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274361,1,"ChIP-seq H3K36 methylation human+mouse, correct assay type but wrong histone mark"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,4,geo:GSE330333,GSE330333,geo,epigenomics,Multi-omic profiling of human pluripotent cells derived by nuclear transfer and defined factors (H3K27ac ChIP-seq),"A panel of nine human cell lines comprising in vitro fertilization-derived embryonic stem cells (hESCs), nuclear-transfer embryonic stem cells (NT-ESCs; isogenic with the donor fibroblasts), induced pluripotent stem cells (iPSCs; isogenic with the donor fibroblasts) and parental dermal fibroblasts (hDFs) was profiled to compare the transcriptional and epigenetic landscapes that arise from different reprogramming routes. The four sequencing assays (transcriptome RNA-seq, MeDIP-seq for DNA methyla...",Homo sapiens,6,,,0.875,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE330333,2,
E17,ChIP-seq H3K27ac human stem cells,epigenomics,5,geo:GSE263337,GSE263337,geo,epigenomics,A functional genomics atlas enhanced by convolutional neural networks facilitates clinical interpretation of disease relevant variants in non-coding regulatory elements [ChIP-seq],"We provide a novel functional genomics atlas of non-coding regulatory elements derived from human neural stem cells (NSCs), using the massively parallel reporter assay ChIP-STARR-seq. ChIP-STARR-seq was performed in NSCs using chromatin immunoprecipitation for H3K27ac, H3K4me1, YY1 and SOX2, and the generated STARR-seq plasmid reporter libraries were profiled for their enhancer activity in H9 derived NSCs and human embryonic stem cells. Subsequently a multi-omics data integration was performed, ...",Homo sapiens,16,,,0.874,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE263337,1,"ChIP-STARR-seq human neural stem cells, correct organism and stem cells but not H3K27ac"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,6,geo:GSE245709,GSE245709,geo,epigenomics,ChIP-seq analysis of Hand1 and Foxf1 at different stages of directed cardiac differentiation of mouse embryonic stem cells,ChIP-seq data for candidates identified from targeted screen for cardiac differentiation,Mus musculus,5,,,0.874,0.431,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245709,0,"ChIP-seq Hand1/Foxf1 mouse cardiac differentiation, wrong mark and organism"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,7,geo:GSE226831,GSE226831,geo,epigenomics,Metformin Promotes Proliferation of Mouse Female Germline Stem Cells by Histone Acetylation Modification of Traf2,We used ChIP-seq to analyze the mechanism of metformin promoting the proliferation of mouse female germline stem cells（mFGSCs） through H3K27ac,Mus musculus,12,,,0.864,0.451,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226831,1,"ChIP-seq H3K27ac mouse FGSCs, correct histone mark but mouse not human"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,8,geo:GSE328191,GSE328191,geo,epigenomics,Multiomic profiling of vascular endothelial cell differentiation from human embryonic stem cells [ChIP-seq],"To investigate gene regulatory dynamics of normal endothelial cell (EC) differentiation at high resolution, an in vitro differentiation system was employed to derive functional vascular ECs from human embryonic stem cells. Human embryonic stem cells, mesodermal cells, and differentiating cells following VEGF-A stimulation at eight time points (1–48 hours), along with internal controls without VEGF-A treatment (referred to as non-ECs), were collected to profile global RNA expression and H3K27ac s...",Homo sapiens,80,,,0.863,0.571,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE328191,1,"multi-omics human ESC vascular endothelial differentiation, includes ChIP-seq but not H3K27ac specific"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,9,geo:GSE308655,GSE308655,geo,epigenomics,Gcm1 ChIP-seq of C57BL/6 mouse embryonic stem cells with folate deficiency,"In order to investigate whether folate deficiency affects Gcm1 enrichment and then affecting the activity of Wnt signaling pathway, we performed ChIP-seq of Gcm1 on folate-free embryonic stem cells and normal embryonic stem cells, respectively. Our sequencing data provides a new theoretical basis for the effect of folate on histone modification.",Mus musculus,4,,,0.861,0.431,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308655,0,"ChIP-seq Gcm1 mouse ESCs, wrong mark and mouse"
E17,ChIP-seq H3K27ac human stem cells,epigenomics,10,geo:GSE292287,GSE292287,geo,epigenomics,H3K79 methylation and H3K36 trimethylation synergistically regulate gene expression in pluripotent stem cells [ChIP-Seq],"In metazoans, nucleosomes harboring H3K79 methylation (H3K79me) deposited by the histone methyltransferase DOT1L decorate actively transcribed genes. Although DOT1L is implicated in transcription regulation and pathogenesis of human diseases such as leukemia and neurological disorders, the role of H3K79me in these biological processes remains elusive. Here, we reveal a novel functional synergism between H3K79me and H3K36 tri-methylation (H3K36me3), another histone modification enriched at active...",Mus musculus,42,,,0.859,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292287,0,"H3K79me + H3K36me ChIP-seq mouse, wrong marks and mouse"
E18,DNA methylation glioblastoma,epigenomics,1,geo:GSE190953,GSE190953,geo,epigenomics,DNA methylation patterns in IDH-wildtype de novo Glioblastomas at first occurrence (primary) and relapsed (recurrent) disease,"Genome-wide DNA methylation pattern was interrogated in glioblastomas at first diagnosis and at disease relapse, utilizing the Illumina 450K Methylation Bead Array",Homo sapiens,24,,,1.0,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190953,2,
E18,DNA methylation glioblastoma,epigenomics,2,geo:GSE200647,GSE200647,geo,epigenomics,DNA methylation analysis of glioblastomas harboring FGFR3-TACC3 fusions identifies a methylation subclass with better patient survival.,"Genomewide DNA methylation array profiling of 244 gliobastoma and ganglioglioma samples to study FGFR3-TACC3 gene fusions and resolved into a new entity, glioblastoma IDH-wildtype, FGFR3-TACC3 fusion postive methylation outlier group (GBM-F3T3-O). GBM-F3T3-O showed a unique methylation profile and better survival than other glioblastoma patients. The methylation idat profiles were provided here.",Homo sapiens,244,,,1.0,0.591,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200647,2,
E18,DNA methylation glioblastoma,epigenomics,3,geo:GSE100351,GSE100351,geo,epigenomics,The DNA methylation landscape of glioblastoma disease progression shows extensive heterogeneity in time and space,"Glioblastoma is characterized by widespread genetic and transcriptional heterogeneity, yet little is known about the role of the epigenome in glioblastoma disease progression. Here, we present genome-scale maps of DNA methylation in matched primary and recurring glioblastoma tumors, using data from a highly annotated clinical cohort that was selected through a national patient registry. We demonstrate the feasibility of DNA methylation mapping in a large set of routinely collected FFPE samples, ...",Homo sapiens,579,,,1.0,0.611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100351,2,
E18,DNA methylation glioblastoma,epigenomics,4,geo:GSE114534,GSE114534,geo,epigenomics,Genome-wide DNA methylation of survival outliers of glioblastoma,"In this study, we aimed to characterize the global DNA methylation pattern of mainly IDH1 wild type survival outliers of glioblastoma.",Homo sapiens,44,,,1.0,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114534,2,
E18,DNA methylation glioblastoma,epigenomics,5,geo:GSE119592,GSE119592,geo,epigenomics,DNA methylation characterisation of glioblastoma (GBM) cell lines.,"Early passages (< 10) of frequently used GBM cell lines A172, LN18, LN229, T98G, U87-MG, U138-MG and U251-MG were characterised for global DNA methylation patterns.",Homo sapiens,7,,,1.0,0.451,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119592,2,
E18,DNA methylation glioblastoma,epigenomics,6,geo:GSE195567,GSE195567,geo,epigenomics,DNA methylation array analysis of high-grade gliomas with pleomorphic and pseudopapillary features,"Genomewide DNA methylation array profiling of 23 previously unpublished CNS tumors resolved into a new entity, high-grade glioma with pleomorphic and pseudopapillary features (HPAP). Tumors demonstrate a variety of histologic diagnoses including glioblastoma (GBM), pleomorphic xanthoastrocytoma (PXA), anaplastic ependymoma, and polymorphous low-grade neuroepithelial tumor of the young (PLNTY). The Illumina Infinium EPIC 850k Human DNA Methylation Beadchip was used to obtain DNA methylation profi...",Homo sapiens,23,,,1.0,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195567,1,"DNA methylation high-grade glioma with HPAP features, glioma but not classic GBM"
E18,DNA methylation glioblastoma,epigenomics,7,geo:GSE207426,GSE207426,geo,epigenomics,Methylome analysis for prediction of long and short survival in glioblastoma patients from the Nordic phase 3 trial,"Genome wide DNA methylation profiling of glioblastoma tumor samples from the Nordic randomised, phase 3 trial. For this study samples were selected based on their good prognostic markers (type of surgery, performance status) from three treatment arms (temozolomide (TMZ) vs. hypofractionated radiation 34Gy vs. radiation 60Gy), and based on the MGMT methylation status. From each group half of the patients had short survival and the other half had long survival.",Homo sapiens,59,,,0.996,0.551,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE207426,2,
E18,DNA methylation glioblastoma,epigenomics,8,geo:GSE111627,GSE111627,geo,epigenomics,DNA methylome evolution and reprogramming in recurrent glioblastoma,"Recurrent glioblastoma (GBM) has a grim prognosis, though MGMT promoter methylation and IDH mutation provide a significant survival advantage. The product of IDH mutation, 2-hydroxyglutarate, increases global DNA methylation by inhibiting demethylases. While lower-grade IDH-mutant gliomas demonstrate increased methylation as a result of this process, DNA becomes relatively hypomethylated during progression from low-grade glioma to secondary (IDH-mutant) GBM. Here we show that global DNA hypometh...",Homo sapiens,30,,,0.994,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111627,2,
E18,DNA methylation glioblastoma,epigenomics,9,geo:GSE181314,GSE181314,geo,epigenomics,Epigenome analysis of glioblastoma stem-like-cells after long time culturing [Methylation],"Genome wide DNA methylation profiling of glioblastoma stem-like-cells was performed to detect changes during long time culturing. The Illumina Infinium MethylationEPIC Kit array was used to obtain DNA methylation profiles across approximately 850,000 CpGs. The samples are seven cell lines containing an early passage (x+0) and an later passage (x+30).",Homo sapiens,14,,,0.989,0.471,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181314,2,
E18,DNA methylation glioblastoma,epigenomics,10,geo:GSE116298,GSE116298,geo,epigenomics,Intra-Tumor DNA Methylation Heterogeneity in Glioblastoma; Implications for DNA Methylation-based Classification,"Background: A feature of glioblastoma (GBM) is the cellular and molecular heterogeneity, both within and between tumors. This variability results in a risk for sampling bias and potential tumor escape from future targeted therapy. Heterogeneous gene expression within GBM is well documented, but little is known regarding the epigenetic heterogeneity. We therefore aimed to profile the intra-tumor DNA methylation heterogeneity in GBM. Methods: 3-4 biopsies per tumor from spatially separated regions...",Homo sapiens,47,,,0.986,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116298,2,
E19,WGBS aging human blood,epigenomics,1,encode:ENCSR577RUU,ENCSR577RUU,encode,epigenomics,WGBS in stomach,,,2,,,0.916,0.258,https://www.encodeproject.org/experiments/ENCSR577RUU/,1,"WGBS stomach tissue, correct assay but wrong tissue; organism and disease unclear from metadata"
E19,WGBS aging human blood,epigenomics,2,encode:ENCSR517TCG,ENCSR517TCG,encode,epigenomics,WGBS in adipose tissue,,,2,,,0.913,0.258,https://www.encodeproject.org/experiments/ENCSR517TCG/,1,"WGBS adipose tissue, correct assay but wrong tissue"
