query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_A_label,annotator_B_label,annotator_C_label,majority_label,consensus_status,adjudicated_label,adjudication_notes
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,791e9b4864e1d15f,E-MTAB-8194,biostudies-arrayexpress,Transcriptomics,ATAC-seq of mESCs differentiation into neurons,"Mouse WT129 ESCs were differentiated into glutamatergic neurons and samples were collected at days 0 (mESCs), 4 (embryoid bodies), 8 (neuronal precursors) and 12 (neurons). ATAC-seq experiment in 4 biological replicates was performed at 4 indicated above time points to profile chromatin structure changes during differentiation.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-8194,2,0,1,,no_majority_requires_adjudication,,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,d124736f24876cb1,E-MTAB-9124,biostudies-arrayexpress,Transcriptomics,ATAC-seq of definitive endoderm differentiation of human embryonic stem cells in early G1 phase of the cell cycle,"The experiment was designed to look into chromatin accessibility changes during cell cycle progression in human embryonic stem cells (hESCs) during definitive endoderm differentiation. For this, FUCCI hESCs were sorted in Early G1 (EG1), and differentiation into endoderm was performed for up to 72 hours with a combination of cytokines as described in Pauklin and Vallier (2013) and Pauklin et al. (2016). Samples at 0, 12, 24, 36, 48 and 72 hours were generated from two independent experiments, with 100,000 cells per sample, as previously described in Kumasaka et al. (2016). Library preparation and sequencing were performed at the Wellcome Sanger Institute next-generation sequencing facility. ATAC-seq libraries were prepared with one of i5 and i7 Nextera tags combination (see protocol details), and pooled equimolarly. Sequencing was performed on Illumina HiSeq 2000, 2 x 75bp paired-end reads.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-9124,2,0,1,,no_majority_requires_adjudication,,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,d9ad2af0a40d85b2,E-MTAB-10257,biostudies-arrayexpress,Transcriptomics,ATAC-seq of iPSC-derived hypothalamic arcuate-like neuron cells,We performed ATAC-seq on iPSC-derived hypothalamic arcuate-like neuron cells to identify putative regulatory elements. All samples were derived from the same individual and from the same differentiation/cell line but ATAC-seq was performed in 3 separate experiments (3 technical replicates).,Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-10257,2,0,1,,no_majority_requires_adjudication,,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,e7ade645a5900591,E-MTAB-6337,biostudies-arrayexpress,Transcriptomics,ATAC-seq on ESCs undergoing directed differentiation towards defined neural fates,"We have used ATAC-seq to track cell state changes that occur during the differentiation of mouse embryonic stem cells to defined neural progenitor fates. We have performed ATAC-seq every 24 hours in cells en route to 3 distinct neural progenitors fates, anterior, hindbrain and spinal cord. This has allowed us to define how cells transition to a neural state, based on their enhancer usage. We identified regions distinct to different anterior-posterior neural progenitors, and validated their relevance by performing in vivo ATAC-seq on neural progenitors isolated from different axial levels of mouse embryos.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-6337,2,0,1,,no_majority_requires_adjudication,,
G01,rare disease whole genome sequencing,genomics,disease=rare disease; assay=WGS,674963a296451d90,PRJNA574550,ena,epigenomics,Whole Genome Bisulfite sequencing: Allele-specific DNA methylation is increased in cancers and its dense mapping in normal plus neoplastic cells increases the yield of disease-associated regulatory SNPs,"Background: Mapping of allele-specific DNA methylation (ASM) can be a post-GWAS strategy for localizing regulatory sequence polymorphisms (rSNPs). However, the advantages of this approach, and the mechanisms underlying ASM in normal and neoplastic cells, remain to be clarified. Results: We performed whole genome methyl-seq on diverse normal cells and tissues and three types of cancers (multiple myeloma, lymphoma, glioblastoma multiforme). After excluding imprinting, the data pinpointed 15,114 high-confidence ASM differentially methylated regions (DMRs), of which 1,842 contained SNPs in strong linkage disequilibrium or coinciding with GWAS peaks. ASM frequencies were increased 5 to 9-fold in cancers vs. matched normal tissues, due to widespread allele-specific hypomethylation and focal allele-specific hypermethylation in poised chromatin. Cancers showed increased allele switching at ASM loci, but destructive SNPs in specific classes of CTCF and transcription factor (TF) binding motifs were similarly correlated with ASM in cancer and non-cancer. Rare somatic mutations in these same motif classes tracked with de novo ASM in the cancers. Allele-specific TF binding from ChIP-seq was enriched among ASM loci, but most ASM DMRs lacked such annotations, and some were found in otherwise uninformative “chromatin deserts”. Conclusions: ASM is increased in cancers but occurs by a shared mechanism involving rSNPs in CTCF and TF binding sites in normal and neoplastic cells. Dense ASM mapping in normal plus cancer samples reveals candidate rSNPs that are difficult to find by other approaches. Together with GWAS data, these rSNPs can nominate specific transcriptional pathways in susceptibility to autoimmune, neuropsychiatric, and neoplastic diseases. Overall design: For analyzing complete methylomes in 65 primary non-neoplastic and 16 primary neoplastic samples, plus the GM12878 LCL, WGBS was performed at the New York Genome Center (NYGC), MNG Genetics (MNG) and the Genomics Shared ",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA574550,2,1,0,,no_majority_requires_adjudication,,
G02,autism exome sequencing families,genomics,disease=autism; assay=WES; design=family,3fbfb3453703704e,PRJNA1434136,ena,metagenomics,Utilization of Whole Exome Sequencing to Identify Hereditary Mutations in Palestinian Families with Hereditary Cancers,"Cancer control efforts in Palestine have largely centered on treatment, with limited focus on understanding the genetic landscape of cancer in the Palestinian population. Advances in high-throughput genetic and genomic technologies provide powerful tools to uncover cancer-associated mutations and inform targeted therapies, yet these approaches remain underutilized in Palestine. Our project addresses this gap by integrating genetic and functional techniques to identify hereditary cancer mutations, assess their pathogenic potential, and explore their role in tumorigenesis. We recruited families with a history of hereditary cancer and conducted BRCA panel sequencing on probands using Illumina iSeq. Whole Exome Sequencing was then performed on all BRCA wild type patients. Briefly, DNA libraries were prepared using the Illumina DNA Prep with Enrichment kit and sequenced on the NextSeq550 platform at 40X depth. Variant annotation was performed with SnpEff, and filtered variants were further assessed using in silico prediction tools. Candidate mutations were validated via Sanger sequencing, and segregation analyses were performed within affected families. In Family I, a splice site variant in RAD50 (c.2524+3A>G) segregated in an autosomal dominant manner and was shown by cDNA analysis to cause exon skipping, predicting disruption of the MRN DNA repair complex. Family II harbored a truncating MSH4 nonsense variant (c.328C>T, p.R110X), consistent with loss of protein function, as well as a missense STAT6 variant (c.1216C>G, p.L406V) that segregated dominantly among affected individuals and is predicted to alter DNA binding dynamics. In Family III, a splice region variant in PRKAR1A (c.973+6T>C) was identified, suggesting impaired splicing and loss of tumor suppressor activity. Collectively, these findings expand the spectrum of hereditary cancer-associated variants in an underrepresented population and demonstrate the utility of whole exome sequencing for uncovering clinical",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1434136,2,0,1,,no_majority_requires_adjudication,,
G02,autism exome sequencing families,genomics,disease=autism; assay=WES; design=family,6792e6b14e7b6ce3,PRJNA104977,ena,genomics,CIDR_Exome Sequencing for Breast Cancer Predisposition in Hispanic and Caucasian families,"Breast cancer has a significant genetic component. The strongest epidemiologic risk factor is family history of the disease. Familial studies have identified a number of genes contributing to increased risk. Of these, the highly penetrant BRCA1 and BRCA2 genes account for the majority of families in whom disease-causal mutations have been identified. However, mutations in other genes have been associated with predisposition to breast or breast and ovarian cancer including (CHEK2, ATM, PALB2, RAD51C, RAD51D). Together these genes account for less than 20% of excess familial breast cancer risk and do not explain ~50% of high-risk families referred for genetic testing. This significant gap in our understanding of the genetic basis of breast cancer poses a significant barrier to our ability to identify women at increased risk, who would benefit greatly from appropriate clinical management. To identify additional breast cancer predisposition genes whole exome... (for more see dbGaP study page.)",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA104977,2,0,1,,no_majority_requires_adjudication,,
G02,autism exome sequencing families,genomics,disease=autism; assay=WES; design=family,80f2f4df6d50e05f,PRJNA104975,ena,genomics,CIDR_Exome Sequencing for Breast Cancer Predisposition in Hispanic and Caucasian families,"Breast cancer has a significant genetic component. The strongest epidemiologic risk factor is family history of the disease. Familial studies have identified a number of genes contributing to increased risk. Of these, the highly penetrant BRCA1 and BRCA2 genes account for the majority of families in whom disease-causal mutations have been identified. However, mutations in other genes have been associated with predisposition to breast or breast and ovarian cancer including (CHEK2, ATM, PALB2, RAD51C, RAD51D). Together these genes account for less than 20% of excess familial breast cancer risk and do not explain ~50% of high-risk families referred for genetic testing. This significant gap in our understanding of the genetic basis of breast cancer poses a significant barrier to our ability to identify women at increased risk, who would benefit greatly from appropriate clinical management. To identify additional breast cancer predisposition genes whole exome... (for more see dbGaP study page.)",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA104975,2,0,1,,no_majority_requires_adjudication,,
G03,epilepsy trio whole exome sequencing,genomics,disease=epilepsy; assay=WES; design=trio,6ec929937ddbff28,PRJNA1077459,ena,genomics,Trio Whole Exome Sequencing of Rare Disease,"Authors : Ivan William Harsono, Yulia Ariani, Beben Benyamin Disclaimer : Citation and publication of this data directly in any kind of research paper is prohibited without Author's consent is prohibited. Please kindly send your inquiry / request to : yulia.ariani@ui.ac.id Whole exome sequencing data of trio samples isolated from patients with a suspected undiagnosed functional rare disease in Cipto Mangunkusumo Referral Hospital. Undiagnosed functional rare disease means there is no conclusive result about the mutation after conventional genetic testing, thus requiring NGS such as Whole Exome Sequencing. This data has been analyzed using an in-house bioinformatics pipeline for rare disease analysis, and the paper(s) explaining the case reports, data paper, and related bioinformatic paper are currently under consideration for publication.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1077459,2,0,1,,no_majority_requires_adjudication,,
G03,epilepsy trio whole exome sequencing,genomics,disease=epilepsy; assay=WES; design=trio,bc3cc89175d9b789,PRJEB57558,ena,metagenomics,Whole‐Exome Sequencing of a Saudi Epilepsy Cohort Reveals Association Signals in Known and Potentially Novel Loci,"Background: Epilepsy, a serious chronic neurological condition effecting up to 100 million people globally, has clear genetic underpinnings including common and rare variants. In Saudi Arabia the prevalence of epilepsy is high and caused mainly by perinatal and genetic factors. No whole-exome sequencing (WES) studies have been performed to date in Saudi Arabian Epilepsy cohorts. This offers a unique opportunity for the discovery of rare genetic variants impacting this disease as there is a high rate of consanguinity amongst large tribal pedigrees. Results: We performed WES on 144 individuals diagnosed with epilepsy, to interrogate known Epilepsy related genes for known and functional novel variants. We also used an American College of Medical Genetics (ACMG) guideline based variant prioritization approach in an attempt to discover putative causative variants. We identified a 32 potentially causative pathogenic variants across 30 different genes in 44/144 (30%) of these Saudi Epilepsy individuals. We also identified 232 variants of unknown significance (VUS) across 101 different genes in 133/144 (92%) subjects. Strong enrichment of variants of likely pathogenicity were observed in previously described epilepsy-associated loci and a number of putative pathogenic variants in novel loci were also observed. Conclusion: Several putative pathogenic variants known to be epilepsy-related loci were identified for the first time in our population, in addition to several potential new loci which may be prioritized for further investigation.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB57558,2,0,1,,no_majority_requires_adjudication,,
G03,epilepsy trio whole exome sequencing,genomics,disease=epilepsy; assay=WES; design=trio,eb7f695839f071da,PRJNA1136988,ena,metagenomics,Trio-based Whole Exome Sequencing in Patients with Ectopic Posterior Pituitary,"This study included subjects with EPP and PSIS diagnosed by a simple MRI protocol (FAST1.2). We performed two distinct analyses in the trio-based WES. We looked for previously described genes associated with pituitary development. Next, we investigated the whole exome for variants inherited in a pattern consistent with a monogenic etiology. Ten families were evaluated eight were composed of a child with EPP and healthy parents, one has two affected siblings, and one family has a son and mother with EPP.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1136988,2,0,1,,no_majority_requires_adjudication,,
G05,acute myeloid leukemia genomics TCGA,genomics,disease=AML; source=TCGA; omics=genomics,2b4296e5e77b0077,PRJNA648656,ena,metagenomics,Clonal Evolution of Acute Myeloid Leukemia Revealed by High-Throughput Single-Cell Genomics,"One of the pervasive features of cancer is the diversity of mutations found in malignant cells within the same tumor, a phenomenon called clonal diversity or intratumor heterogeneity. Clonal diversity is a consequence of cancer cell evolution driven by Darwinian selection inside the tumor ecosystem and is believed to contribute to treatment resistance and cancer recurrence. The ability to precisely delineate the clonal substructure of a tumor, including the evolutionary history of its development and the co-occurrence of its mutations, is necessary to understand and overcome treatment resistance. However, DNA sequencing of bulk tumor samples cannot accurately resolve complex clonal architectures. Here, we performed high-throughput single-cell targeted DNA sequencing to quantitatively assess the clonal architecture of 123 acute myeloid leukemia (AML) patient samples. Single-cell genotyping of a large cohort of AML samples provided cell-level evidence of co-occurrence and mutual exclusivity among AML driver mutations. Reconstruction of the tumor phylogeny uncovered history of tumor development that was characterized by linear and branching clonal evolution. Some of the samples showed evidence of convergent evolution. Single-cell DNA sequencing of xenotransplanted samples revealed clonal diversity in leukemia initiating cell populations. We have also performed simultaneous single-cell profiling of mutations and cell surface proteins that revealed cellular genotype-phenotype associations. Analysis of longitudinal samples in 15 patients by single-cell sequencing revealed a precise picture of treatment response on the level of individual clones illustrating the underlying evolutionary process of therapeutic resistance and recurrence in AML. Together, these data portray clonal diversity, architecture, and evolution of AML with unprecedented resolution, and highlight their clinical relevance in the era of precision medicine.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA648656,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,08826093bfbe03db,PRJNA736964,ena,metagenomics,A pan-European study of SARS-CoV-2 variants in wastewater under the EU Sewage Sentinel System,Sequencing analysis of SARS-CoV-2 RNA in wastewater samples collected across Europe,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA736964,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,0a0e198e5d8d6e3d,PRJEB48206,ena,metagenomics,"Wastewater metagenomics sequencing for the monitoring of SARS-CoV-2 dynamics in Rotterdam, the Netherlands","While sequencing clinical SARS-CoV-2 isolates has been at the forefront of public health monitoring efforts in the current pandemic, it is resource-intensive. This project is a pilot for assessing the role of monitoring the viral load in the wastewater of the Rotterdam urban districts via metagenomics sequencing. It aims to serve as a complementary and relatively unbiased tool for observing the viral dynamics in large catchments areas. To this end - other parameters such as rainfall volume, salt concentration, and crAssphage (viral) load can be used to standardize the dilution effects in the wastewater.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB48206,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,0b295899f30fc2e4,PRJNA1042787,ena,metagenomics,Detection of SARS-CoV-2 variants and their proportions in wastewater samples by next-generation sequencing in Finland,Detection of SARS-COV-2 variants and their proportions in wastewater samples using next-generation sequencing in Finland,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1042787,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,22bc6d2969657eb9,PRJNA1230707,ena,metagenomics,SARS-CoV-2 Whole-Genome Sequencing from Hospital Wastewater,Data from tiled amplicon whole-genome sequencing of SARS-CoV-2 from hospital and research building wastewater samples. Funded by NIH/NIDA U01DA053949.,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1230707,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,2b37d4085e131e36,PRJEB88516,ena,metagenomics,Tiled-amplicon sequencing of SARS-CoV-2 from Dutch wastewater samples,"As part of the Dutch National Sewage Surveillance programme, tiled-amplicon sequencing of SARS-CoV-2 was performed on wastewater RNA extracts. Human reads were filtered out before submission using the human read removal tool (HRRT)(v2.0.0).",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB88516,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,3c7ff8e1ce1c40f1,PRJNA1133790,ena,metagenomics,Wastewater SARS-CoV-2 testing at SHL,Raw sequence data targeting SARS-CoV-2 in wastewater samples. These data were collected as part of ongoing SARS-CoV-2 testing in Iowa for monitoring SARS-CoV-2 variants in wastewater.,wastewater metagenome,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1133790,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,3cdda83f1531b4e7,PRJEB57192,ena,metagenomics,Optimised protocol for monitoring SARS-CoV-2 in wastewater using RC-PCR,"This study presents an optimised protocol for quantification and sequencing of SARS-CoV-2 in influent wastewater, used for high-throughput genomic surveillance in England during the COVID-19 pandemic. This protocol utilises reverse compliment PCR for library preparation, enabling tiled amplification across the whole viral genome and sequencing adapter addition in a single step to enhance efficiency. We present sequencing data from optimisation of the protocol for wastewater sequencing. Sequencing of synthetic SARS-CoV-2 RNA provided evidence validating the efficacy of this protocol, while data from high-throughput sequencing of wastewater samples demonstrated the sensitivity of this method.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB57192,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,55c45a2cc4579051,PRJNA1251232,ena,metagenomics,SARS-CoV-2 genome sequencing in influent wastewater and primary sludge,Comparison of SARS-CoV-2 genome sequencing between influent wastewater and primary sludge samples,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1251232,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,57e6411b3608f512,PRJDB19812,ena,metagenomics,SARS-CoV-2 Wastewater-based Genomic Epidemiology (WGE) in Japan,"This study was to elucidate the origin and transmission of locally predominant SARS-CoV-2 sub-variants through wastewater genomic surveillance in Japan. By conducting amplicon sequencing on the spike-protein region extracted from wastewater samples, genome mutations were analyzed.",wastewater metagenome,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB19812,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,5870ef4c77670248,PRJNA1127571,ena,metagenomics,SARS-CoV-2 Wastewater Sequencing,Genomic sequencing of wastewater samples from Quebec and Ontario for the detection of SARS-CoV-2 variants using Illumina and Nanopore sequencing methods.,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1127571,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,6258b95d51e56ffb,PRJEB60156,ena,metagenomics,SARS-CoV2 variant analysis in wastewater in six Swedish cities from 2021-2022,"<p>SARS-CoV-2 genome can be detected in faeces samples from COVID-19 patients using molecular methods. Therefore, monitoring SARS CoV-2 in wastewater could provide early surveillance of disease prevalence at a population-wide level, referred to as wastewater-based epidemiology. High-throughput sequencing of SARS-CoV2 in wastewater can provide information on SARS-CoV2 variants circulating in the population and act as an early warning system for the introduction of new variants of concern. </p> <p>The data presented here were generated by the two wastewater laboratories of SEEC (<a href=""https://www.scilifelab.se/capabilities/pandemic-laboratory-preparedness/swedish-environmental-epidemiology-center-seec/"">The Swedish Environmental Epidemiology Center</a>):</p> <ul> <li><strong>SEEC-SLU:</strong> Samples from Uppsala, Örebro, Umeå, and Kalmar are analysed at the Swedish University of Agricultural Sciences (SLU) node led by associate professor Anna J. Székely (anna.szekely@slu.se) and associate professor Maja Malmberg (maja.malmberg@slu.se).</li> <li><strong>SEEC-KTH:</strong> Samples from Stockholm and Malmö are analysed at the KTH Royal Institute of Technology (KTH) node led by associate professor Zeynep Cetecioglu Gurol (zeynepcg@kth.se).</li> </ul> <p>The Swedish Environmental Epidemiology Center is part of the Pandemic Laboratory Preparedness network of SciLifeLab, Science for Life Laboratory, an institution for the advancement of molecular biosciences in Sweden. For all places, untreated wastewater samples representative of a single day (24 hours) is collected weekly by flow compensated samplers. All measurements represent only 1 day except for Uppsala, where the measurements represent 1 week as samples are collected each day and then combined flow-proportionally into 1 composite weekly sample.</p> <p>The samples were processed according to standard methods. Briefly, the viral genomic material is concentrated and extracted by the direct capture method using the M",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB60156,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,68e50b06fc51f0f3,PRJNA907019,ena,metagenomics,CDC NWSS - SARS-CoV-2 Wastewater Sequencing,Raw sequence data targeting SARS-CoV-2 in wastewater samples.,wastewater metagenome,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA907019,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,7e1b8bba30193fd4,PRJNA1011526,ena,metagenomics,Sequencing of SARS-CoV-2 RNA Fragments in Wastewater Detects the Spread of New Variants during Major Events,"This study aims to investigate the impact of major international events on the prevalence of SARS-CoV-2 variants in the Swiss canton of Grisons, focusing on wastewater samples collected from Davos, Landquart, Lostallo, and St. Moritz. Utilizing RNA sequencing, the project seeks to track the emergence and spread of new variants, particularly the Omicron variant BA.1 and BA.2.75, during key events such as international sports competitions and the World Economic Forum. The findings have significant implications for public health measures, as they suggest that international gatherings can influence the spread of new SARS-CoV-2 variants. The study provides an unbiased methodology for pandemic surveillance, offering valuable insights for both local and international health authorities.",wastewater metagenome,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1011526,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,9175223ad86960d2,PRJEB48985,ena,metagenomics,Wastewater SARS-CoV-2 Sequencing,"SARS-CoV-2 surveillance by wastewater-based epidemiology is poised to provide a complementary approach to sequencing individual cases. However, robust quantification of variants and de novo detection of emerging variants remains challenging for existing strategies. We deep-sequenced 3,413 wastewater samples representing 94 municipal catchments, covering >59% of the population of Austria, from December 2020 to February 2022. Our system of variant quantification in sewage pipeline designed for robustness (termed VaQuERo) enabled us to deduce the spatiotemporal abundance of predefined variants from complex wastewater samples. These results were validated against epidemiological records of >311,000 individual cases. Furthermore, we describe elevated viral genetic diversity during the Delta variant period, provide a framework to predict emerging variants and measure the reproductive advantage of variants of concern by calculating variant-specific reproduction numbers from wastewater. Together, this study demonstrates the power of national-scale wastewater-based epidemiology to support public health and promises particular value for countries without extensive individual monitoring.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB48985,2,0,1,,no_majority_requires_adjudication,,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,bf1f74d4327287be,PRJNA788395,ena,metagenomics,Wastewater Sequencing of SARS-CoV2 in Quebec,Genomic sequencing of wastewater samples for the surveillance and detection of SARS-CoV2.,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA788395,2,0,1,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,1441d3cc6cc854a7,PRJDB13189,ena,genomics,Complete mitochondrial genome of Squalus mitsukurii,"We have sequenced the genome of Squalus mitsukurii from Sagami Bay, Japan to identify complete mitochondrial genome.",Squalus mitsukurii,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB13189,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,1fd9ae8666f87802,PRJNA781092,ena,genomics,Next-generation sequencing of the whole mitochondrial genome identifies functionally deleterious mutations in patients with multiple sclerosis,"The study analyzed the whole mitochondrial genome, using next-generation sequencing, from Saudi subjects with relapsing-remitting multiple sclerosis (MS) and healthy controls to identify mtDNA disease-related mutations/variants. A large number of variants were detected in the D-loop and coding genes of mtDNA. While distinct unique variants were only present in the patients or only occur in the controls, a number of common variants were shared among the two groups. The prevalence of some common variants differed significantly between patients and controls (P<0.05), and could be implicated in susceptibility to MS. Of the unique variants only present in the patients, 34 were categorized as missense mutations, located in different mtDNA-encoded genes. Seven of these mutations were not previously reported in MS, and predicted to be deleterious with significant impacts on the functions and structures of encoded-proteins and may play a role in the pathogenesis of MS. Notably some patients harboured multiple mutations while other patients carried the same mutations. Our study is the first to sequence the entire mitochondrial genome in patients with MS in an Arab population. The results expanded the mutational spectrum of mtDNA variants in MS and highlighted the efficiency of NGS in population-specific mtDNA variant discovery.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA781092,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,50b48002f96a0b21,PRJDB41680,ena,genomics,Comparative analysis of mitochondrial genomes and evolutionary characteristics of five Alternaria species causing potato leaf spot diseases (PRJCA051240),"Raw sequencing data of distinct Alternaria spp. isolated from potato leaves showing spot-disease symptoms collected in Dali, Lijiang, Zhaotong and Wenshan prefectures, Yunnan Province. Comparative mitochondrial-genome analysis and evolutionary characterization of five Alternaria species that incite potato leaf spot.",Alternaria gossypina,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB41680,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,5224fb562e0b586d,PRJNA348128,ena,metagenomics,Homo sapiens Mitochondrial Genome sequencing,"Pathogenic germline mitochondrial genome (mtDNA) mutations cause debilitating and often fatal diseases in children. Mitochondrial replacement therapies (MRT) circumventing mother to child transmission involve replacement of mutant mtDNA in oocytes with donor mitochondria followed by in vitro fertilization (IVF). We report here for the first time, MRT and IVF outcomes in families carrying pathogenic mtDNA mutations.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA348128,2,0,1,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,5e59bdaa2f0c88e4,PRJEB89026,ena,genomics,Mitochondrial genome assembly,"The encyrtid wasp Ixodiphagus hookeri (Hymenoptera: Encyrtidae) predates on a broad range of tick species, including the important disease vectors of the Ixodus ricinus complex. This wasp is a promising candidate for the biological control of tick populations. To support future studies on the biological interaction between ticks and tick wasps, the complete genome sequence of I. hookeri was determined using nanopore long-read technology. This work presents the complete mitochondrial genome of a singular I. hookeri. In-depth annotation of multiple nanopore long reads revealed that the mtDNA genome is a mixture of structural variants. It consists of an invariable ~15.2-kb core flanked by variable regions. Together, this variable region contains tens of copies of a 92-bp repeat unit, two copies of a ~340-bp repeat unit and up to more than 1,500 copies of a TA-dinucleotide. Parts of the mtDNA core sequence and of the repeat region have integrated a few hundred times into the nuclear genome of I. hookeri.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB89026,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,65783b9e30984b74,PRJDB3860,ena,epigenomics,Paradigm conversion of mammalian mitochondrial genome by transmitochondrion (B),This research aim at the following two paradigm conversion on the physiological role of the mammalian mitochondrial genome. Paradigm (B): Pathogenic mutations cause not only respiratory deficiency but also aging-related diseases such as cancer.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB3860,2,1,0,,no_majority_requires_adjudication,,
